Type,System_variable_name,Custom_variable_name,Text,Characteristic,Value_labels,Color_Category,Comments
,,F3_RusslandA1,"There is a debate on which role different countries play in the Ukraine war. Please indicate whether you think ""Russia""  is more likely that they contribute to the resolution of the Ukraine war or its escalation. (0-contributes to conflict resolution to 10-contributes to conflict intensification)","1,2,3,4,5,6,7,8,9,10,11",0-contributes to conflict resolution and 10-contributes to conflict intensification,Yellow,
,,F3_UkraineA1,"There is a debate on which role different countries play in the Ukraine war. Please indicate whether you think ""Ukraine""  is more likely that they contribute to the resolution of the Ukraine war or its escalation. (0-contributes to conflict resolution to 10-contributes to conflict intensification)","1,2,3,4,5,6,7,8,9,10,11",0-contributes to conflict resolution and 10-contributes to conflict intensification,Yellow,
,,F3_EUA1,"There is a debate on which role different countries play in the Ukraine war. Please indicate whether you think ""EU""  is more likely that they contribute to the resolution of the Ukraine war or its escalation. (0-contributes to conflict resolution to 10-contributes to conflict intensification)","1,2,3,4,5,6,7,8,9,10,11",0-contributes to conflict resolution and 10-contributes to conflict intensification,Yellow,
,,F3_NATOA1,"There is a debate on which role different countries play in the Ukraine war. Please indicate whether you think ""NATO""  is more likely that they contribute to the resolution of the Ukraine war or its escalation. (0-contributes to conflict resolution to 10-contributes to conflict intensification)","1,2,3,4,5,6,7,8,9,10,11",0-contributes to conflict resolution and 10-contributes to conflict intensification,Yellow,
,,,There is a debate on which role different countries play in the Arab-Israeli conflict war. Please indicate for each state/actor whether you think it is more likely that they contribute to the resolution of the Arab-Israeli conflict or its escalation.,,,Green,
,,F3B_Hamas,"There is a debate on which role different countries play in the Arab-Israeli conflict war. Please indicate whether you think ""Hamas"" is more likely that they contribute to the resolution of the Arab-Israeli conflict or its escalation. (0-contributes to conflict resolution to 10-contributes to conflict intensification)","1,2,3,4,5,6,7,8,9,10,11",0-contributes to conflict resolution and 10-contributes to conflict intensification,Green,
,,F3B_Israel,"There is a debate on which role different countries play in the Arab-Israeli conflict war. Please indicate whether you think ""Israel"" is more likely that they contribute to the resolution of the Arab-Israeli conflict or its escalation. (0-contributes to conflict resolution to 10-contributes to conflict intensification)","1,2,3,4,5,6,7,8,9,10,11",0-contributes to conflict resolution and 10-contributes to conflict intensification,Green,
,,F3B_Deutschland,"There is a debate on which role different countries play in the Arab-Israeli conflict war. Please indicate whether you think ""Germany"" is more likely that they contribute to the resolution of the Arab-Israeli conflict or its escalation. (0-contributes to conflict resolution to 10-contributes to conflict intensification)","1,2,3,4,5,6,7,8,9,10,11",0-contributes to conflict resolution and 10-contributes to conflict intensification,Green,
,,F3B_USA,"There is a debate on which role different countries play in the Arab-Israeli conflict war. Please indicate whether you think ""USA"" is more likely that they contribute to the resolution of the Arab-Israeli conflict or its escalation. (0-contributes to conflict resolution to 10-contributes to conflict intensification)","1,2,3,4,5,6,7,8,9,10,11",0-contributes to conflict resolution and 10-contributes to conflict intensification,Green,
,,F3B_UN,"There is a debate on which role different countries play in the Arab-Israeli conflict war. Please indicate whether you think ""United Nations"" is more likely that they contribute to the resolution of the Arab-Israeli conflict or its escalation. (0-contributes to conflict resolution to 10-contributes to conflict intensification)","1,2,3,4,5,6,7,8,9,10,11",0-contributes to conflict resolution and 10-contributes to conflict intensification,Green,
,,F3B_Iran,"There is a debate on which role different countries play in the Arab-Israeli conflict war. Please indicate whether you think ""Iran"" is more likely that they contribute to the resolution of the Arab-Israeli conflict or its escalation. (0-contributes to conflict resolution to 10-contributes to conflict intensification)","1,2,3,4,5,6,7,8,9,10,11",0-contributes to conflict resolution and 10-contributes to conflict intensification,Green,
,,F3B_Katar,"There is a debate on which role different countries play in the Arab-Israeli conflict war. Please indicate whether you think ""Qatar"" is more likely that they contribute to the resolution of the Arab-Israeli conflict or its escalation. (0-contributes to conflict resolution to 10-contributes to conflict intensification)","1,2,3,4,5,6,7,8,9,10,11",0-contributes to conflict resolution and 10-contributes to conflict intensification,Green,
rating,-,F5,Please take a look at the list below. How much trust do you have in each of the institutions mentioned?,,,Grey,
,Q10A1_1,F5A1_1,"How much trust do you have in the institution: The church ? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A2_1,F5A2_1,"How much trust do you have in the institution: The Armed Forces? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A3_1,F5A3_1,"How much trust do you have in the institution: The police ? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A4_1,F5A4_1,"How much trust do you have in the institution: Congress ? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A5_1,F5A5_1,"How much trust do you have in the institution: Presidency? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A6_1,F5A6_1,"How much trust do you have in the institution: Supreme Court? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A7_1,F5A7_1,"How much trust do you have in the institution: The government? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A8_1,F5A8_1,"How much trust do you have in the institution: The legal system? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A9_1,F5A9_1,"How much trust do you have in the institution: The public administration? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A10_1,F5A10_1,"How much trust do you have in the institution: The health system? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A11_1,F5A11_1,"How much trust do you have in the institution: The political parties? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A11_2,F5A11_2,"How much trust do you have in the institution: Stock markets? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",Yellow,
,Q10A12_1,F5A12_1,"How much trust do you have in the institution: The press and the newspapers? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A13_1,F5A13_1,"How much trust do you have in the institution: Public television? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A14_1,F5A14_1,"How much trust do you have in the institution: Private television stations? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A15_1,F5A15_1,"How much trust do you have in the institution: Classic news sites on the Internet (e.g. nytimes.com or washingtonpost.com)? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
,Q10A16_1,F5A16_1,"How much trust do you have in the institution: Social media (e.g. Twitter, Facebook, Telegram)? (1:A lot of trust, 2:Quite a lot of trust, 3:Neither trust nor distrust, 4:Little trust, 5:No trust at all)","1,2,3,4,5","A lot of trust,Quite a lot of trust,Neither trust nor distrust,Little trust,No trust at all",,
rating,-,F5a,"How often do you get news from sources, such as...? ",,,Grey,
,Q11A1_1,F5aA1_1,"How often do you get news from sources, such as: public media institutions (National Public Radio (NPR), Public Broadcasting Service (PBS), and local public broadcasting services)? (1:Several times a day, 2:Once a day, 3:3-4 times a week, 4:1-2 times a week, 5:3-4 times a month, 6:1-2 times a month, 7:Less frequently)","1,2,3,4,5,6,7","Several times a day,Once a day,3-4 times a week,1-2 times a week,3-4 times a month,1-2 times a month,Less frequently",,
,Q11A2_1,F5aA2_1,"How often do you get news from sources, such as: from privately established media companies  (Fox Broadcasting Company (FOX), American Broadcasting Company (abc), National Broadcasting Company (NBC), The Wall Street Journal, New York Times, USA Today) (1:Several times a day, 2:Once a day, 3:3-4 times a week, 4:1-2 times a week, 5:3-4 times a month, 6:1-2 times a month, 7:Less frequently)","1,2,3,4,5,6,7","Several times a day,Once a day,3-4 times a week,1-2 times a week,3-4 times a month,1-2 times a month,Less frequently",,
,Q11A3_1,F5aA3_1,"How often do you get news from sources, such as: from alternative providers (newsbloggers, social media influencers, etc) (1:Several times a day, 2:Once a day, 3:3-4 times a week, 4:1-2 times a week, 5:3-4 times a month, 6:1-2 times a month, 7:Less frequently)","1,2,3,4,5,6,7","Several times a day,Once a day,3-4 times a week,1-2 times a week,3-4 times a month,1-2 times a month,Less frequently",,
rating,-,F5b,"What channels do you use to access this? (1:Several times a day, 2:Once a day, 3:3-4 times a week, 4:1-2 times a week, 5:3-4 times a month, 6:1-2 times a month, 7:Less frequently)",,,Grey,
,Q12A1_1,F5bA1_1,"How much do you access: Websites and news apps ? (1:Several times a day, 2:Once a day, 3:3-4 times a week, 4:1-2 times a week, 5:3-4 times a month, 6:1-2 times a month, 7:Less frequently)","1,2,3,4,5,6,7","Several times a day,Once a day,3-4 times a week,1-2 times a week,3-4 times a month,1-2 times a month,Less frequently",,
,Q12A2_1,F5bA2_1,"How much do you access:Social media (Facebook, Instagram, Youtube, Twitter, TikTok, etc.)? (1:Several times a day, 2:Once a day, 3:3-4 times a week, 4:1-2 times a week, 5:3-4 times a month, 6:1-2 times a month, 7:Less frequently)","1,2,3,4,5,6,7","Several times a day,Once a day,3-4 times a week,1-2 times a week,3-4 times a month,1-2 times a month,Less frequently",,
,Q12A3_1,F5bA3_1,"How much do you access: Messenger services (WhatsApp, Telegram, Facebook Messenger, Threema)? (1:Several times a day, 2:Once a day, 3:3-4 times a week, 4:1-2 times a week, 5:3-4 times a month, 6:1-2 times a month, 7:Less frequently)","1,2,3,4,5,6,7","Several times a day,Once a day,3-4 times a week,1-2 times a week,3-4 times a month,1-2 times a month,Less frequently",,
,Q12A4_1,F5bA4_1,"How much do you access: Television? (1:Several times a day, 2:Once a day, 3:3-4 times a week, 4:1-2 times a week, 5:3-4 times a month, 6:1-2 times a month, 7:Less frequently)","1,2,3,4,5,6,7","Several times a day,Once a day,3-4 times a week,1-2 times a week,3-4 times a month,1-2 times a month,Less frequently",,
,Q12A5_1,F5bA5_1,"How much do you access: Radio and podcasts? (1:Several times a day, 2:Once a day, 3:3-4 times a week, 4:1-2 times a week, 5:3-4 times a month, 6:1-2 times a month, 7:Less frequently)","1,2,3,4,5,6,7","Several times a day,Once a day,3-4 times a week,1-2 times a week,3-4 times a month,1-2 times a month,Less frequently",,
,Q12A6_1,F5bA6_1,"How much do you access: Print media? (1:Several times a day, 2:Once a day, 3:3-4 times a week, 4:1-2 times a week, 5:3-4 times a month, 6:1-2 times a month, 7:Less frequently)","1,2,3,4,5,6,7","Several times a day,Once a day,3-4 times a week,1-2 times a week,3-4 times a month,1-2 times a month,Less frequently",,
rating,-,F5c,"Below you will again see a series of statements. For each statement, please indicate how much you agree or disagree with it. (1:Completely agree, 2:Agree, 3:Agree to some extent, 4:Neither agree nor disagree, 5:Disagree to some extent, 6:Disagree, 7:Completely disagree)",,,Green,
,Q19A1_1,F5cA1_1,"For the statement, please indicate how much you agree or disagree with it. ""Artificial intelligence has a negative impact on content on social media."" (1:Completely agree, 2:Agree, 3:Agree to some extent, 4:Neither agree nor disagree, 5:Disagree to some extent, 6:Disagree, 7:Completely disagree)","1,2,3,4,5,6,7","Completely agree,Agree,Agree to some extent,Neither agree nor disagree,Disagree to some extent,Disagree,Completely disagree",Green,
,Q19A2_1,F5cA2_1,"For the statement, please indicate how much you agree or disagree with it. ""I encounter disinformation in my everyday life."" (1:Completely agree, 2:Agree, 3:Agree to some extent, 4:Neither agree nor disagree, 5:Disagree to some extent, 6:Disagree, 7:Completely disagree)","1,2,3,4,5,6,7","Completely agree,Agree,Agree to some extent,Neither agree nor disagree,Disagree to some extent,Disagree,Completely disagree",Green,
table,-,F6a_DemParty,The following questions relate to political parties in the US. For Democratic Party indicate how good or bad you think this party is. (0-Very Bad to 10-Very Good),,,Grey,
,Q14A1,F6a_DemPartyA1,The following questions relate to political parties in the US. For Democratic Party indicate how good or bad you think this party is. (0-Very Bad to 10-Very Good),"1,2,3,4,5,6,7,8,9,10,11",0-Very Bad to 10-Very Good,,"Error in coding numbers, check in data"
,Q14A2,F6a_DemPartyA2,The following questions relate to political parties in the US. For Democratic Party indicate how good or bad you think this party is. (0-Very Bad to 10-Very Good),1,I don't know this party,,
table,-,F6a_RepParty,"The following questions relate to political parties in the US. For Republican Party, indicate how good or bad you think this party is. (0-Very Bad to 10-Very Good)",,,Grey,
,Q15A1,F6a_RepPartyA1,"The following questions relate to political parties in the US. For Republican Party, indicate how good or bad you think this party is. (0-Very Bad to 10-Very Good)","1,2,3,4,5,6,7,8,9,10,11",0-Very Bad to 10-Very Good,,"Error in coding numbers, checked in data:ok"
,Q15A2,F6a_RepPartyA2,"The following questions relate to political parties in the US. For Republican Party, indicate how good or bad you think this party is. (0-Very Bad to 10-Very Good)",1,I don't know this party,,
table,-,F6b_DemParty,"In politics, there is often talk of right and left. Where would you rank the Democratic Party on this scale? (0-Left to 10-Right)",,,Grey,
,Q17A1,F6b_DemPartyA1,"In politics, there is often talk of right and left. Where would you rank the Democratic Party on this scale? (0-Left to 10-Right)","1,2,3,4,5,6,7,8,9,10,11",0-Left to 10-Right,,"Error in coding numbers, checked in data:ok"
,Q17A2,F6b_DemPartyA2,"In politics, there is often talk of right and left. Where would you rank the Democratic Party on this scale? (0-Left to 10-Right)",1,I don't know this party,,
table,-,F6b_RepParty,"In politics, there is often talk of right and left. Where would you rank the Republican Party on this scale? (0-Left to 10-Right)",,,Grey,
,Q18A1,F6b_RepPartyA1,"In politics, there is often talk of right and left. Where would you rank the Republican Party on this scale? (0-Left to 10-Right)","1,2,3,4,5,6,7,8,9,10,11",0-Left to 10-Right,,"Error in coding numbers, checked in data:ok"
,Q18A2,F6b_RepPartyA2,"In politics, there is often talk of right and left. Where would you rank the Republican Party on this scale? (0-Left to 10-Right)",1,I don't know this party,,
rating,-,F6m,Where would you place your own political position? (0-Left to 10-Right),,,Grey,
,Q19A1_1,F6mA1_1,Where would you place your own political position? (0-Left to 10-Right),"1,2,3,4,5,6,7,8,9,10,11",0-Left to 10-Right,,
single,Q20,F7a,"What gender are you? (1:Male, 2:Female, 3:Non-binary, 4:I don't want to say)","1,2,3,4","Male,Female,Non-binary,I don't want to say",,
input,-,F7b,Please enter your 5-digit ZIP code.,,,Grey,
,Q21A1,F7bA1,Enter your 5-digit Zip code.,,,,
input,-,F7c,In which year were you born?,,,Grey,
,Q22A1,F7cA1,"In which year were you born?, Enter a 4-digit number between 1910 and 2010.",,,,
single,Q23,F7d,"Were you born in the US? (1:Yes, 2:No)","1,2","Yes,No",,
single,Q24,F7e,"Was your mother born in the US? (1:Yes, 2:No)","1,2","Yes,No",,
single,Q25,F7f,"Was your father born in the US? (1:Yes, 2:No)","1,2","Yes,No",,
single,Q26,einkommen,"What is your approximate yearly household net income? Please indicate which category your household is in if you add together the monthly net income of all household members: All wages, salaries, pensions and other incomes after payroll taxes e.g. social security (OASDI), medicare taxes, unemployment taxes. (1:Less than $10000, 2:$10000 to $24999, 3:$25000 to 49999, 4:$50000 to 74999, 5:$75000 to 99999, 6:$100000 to 149999, 7:$150000 and greater)","1,2,3,4,5,6,7","Less than $10000,$10000 to $24999,$25000 to 49999,$50000 to 74999,$75000 to 99999,$100000 to 149999,$150000 and greater",,
single,Q27,F7g,"What is the highest educational level that you have? (1:Early childhood education / no education, 2:Primary education, 3:Lower secondary education, 4:Upper secondary education, 5:Post secondary non-tertiary education, 6:Short-cycle tertiary education, 7:Bachelor or equivalent, 8:Master or equivalent, 9:Doctoral or equivalent)","1,2,3,4,5,6,7,8,9","Early childhood education / no education,Primary education,Lower secondary education,Upper secondary education,Post secondary non-tertiary education,Short-cycle tertiary education,Bachelor or equivalent,Master or equivalent,Doctoral or equivalent",,
single,Q28,F7h,"What is your employment status? (1:Full time employee (30 hours a week or more), 2:Part time employee (less than 30 hours a week), 3:Self employed, 4:Retired/pensioned, 5:Housewife/househusband not otherwise employed, 6:Student, 7:Unemployed, 8:Other)","1,2,3,4,5,6,7,8","Full time employee (30 hours a week or more),Part time employee (less than 30 hours a week),Self employed,Retired/pensioned,Housewife/househusband not otherwise employed,Student,Unemployed,Other",,
single,Q29,F7i,"What is your marital status? (1:Married, 2:Registered civil partnership, 3:Widowed, 4:Separated from partner, 5:Single/never married/never in a registered civil partnership, 6:I don't know, 7:No answer)","1,2,3,4,5,6,7","Married,Registered civil partnership,Widowed,Separated from partner,Single/never married/never in a registered civil partnership,I don't know,No answer",,
input,-,F7j,"How many people live in your household, including yourself?",,,Grey,
,Q30A1,F7jA1,"How many people live in your household, including yourself?",,,,
input,-,F7k,How many children live in your household?,,,Grey,
,Q31A1,F7kA1,How many children live in your household?,,,,
single,Q32,F7lA1,"Which religious community do you belong to? (1:Roman Catholic,2 :Protestant, 3:Orthodox (Russian/Greek/etc.), 4:Jew, 5:Muslim, 6:Hindu, 7:Buddhist, 8:Other, 9:None)","1,2,3,4,5,6,7,8,9","Roman Catholic,Protestant,Orthodox (Russian/Greek/etc.),Jew,Muslim,Hindu,Buddhist,Other,None",,Change the column name from F7l to F7lA1
single,Q33,F7mA1,"To which of the following occupational groups do you belong? (1:Professional and technical (for example: doctor/ teacher/ engineer/ artist/ accountant), 2:Higher administrative (for example: banker/ executive in big business/ high government official/ union official), 3:Clerical (for example: secretary/ clerk/ office manager/ civil servant/ bookkeeper), 4:Sales (for example: sales manager/ shop owner/ shop assistant/ insurance agent/ buyer), 5:Service in health/ medical and nursing care (for example: nurse/ caretaker), 6:Other Service (for example: restaurant owner/ police officer/ waitress/ barber),7:Skilled worker (for example: foreman/ motor mechanic/ printer/ seamstress/ tool and die maker/ electrician), 8:Semi-skilled worker (for example: bricklayer/ bus driver/ cannery worker/ carpenter/ sheet metal worker/ baker), 9:Unskilled worker (for example: laborer/ porter/ unskilled factory worker/ cleaner), 10:Farm worker (for example: farm laborer/ tractor driver), 11:Farm proprietor/ farm manager, 12:Student, 13:Never had a job, 14:No answer)","1,2,3,4,5,6,7,8,9,10,11,12,13,14","Professional and technical (for example: doctor/ teacher/ engineer/ artist/ accountant),Higher administrative (for example: banker/ executive in big business/ high government official/ union official),Clerical (for example: secretary/ clerk/ office manager/ civil servant/ bookkeeper),Sales (for example: sales manager/ shop owner/ shop assistant/ insurance agent/ buyer),Service in health/ medical and nursing care (for example: nurse/ caretaker),Other Service (for example: restaurant owner/ police officer/ waitress/ barber),Skilled worker (for example: foreman/ motor mechanic/ printer/ seamstress/ tool and die maker/ electrician),Semi-skilled worker (for example: bricklayer/ bus driver/ cannery worker/ carpenter/ sheet metal worker/ baker),Unskilled worker (for example: laborer/ porter/ unskilled factory worker/ cleaner),Farm worker (for example: farm laborer/ tractor driver),Farm proprietor/ farm manager,Student,Never had a job,No answer",,Change the column name from F7m to F7mA1
single,Q34,F7n,"Which ethnic group do you belong to? (1:White, 2:Hispanic and Latino, 3:Black or African American, 4:South Asian Indian/ Pakistani/ etc., 5:East Asian Chinese/ Japanese/ etc., 6:Arabic/ Central Asian, 7:Native American or Alaska Native, 8:Native Hawaiian or Other Pacific Islanders, 9:Some other race, 10:Two or more races)","1,2,3,4,5,6,7,8,9,10","White,Hispanic and Latino,Black or African American,South Asian Indian/ Pakistani/ etc.,East Asian Chinese/ Japanese/ etc.,Arabic/ Central Asian,Native American or Alaska Native,Native Hawaiian or Other Pacific Islanders,Some other race,Two or more races",,
